trivial_name,iupac_name,molecular_formula,molecular_weight,smiles,inchi,inchikey,compound_class,compound_subclass,source_material,sample_code,collection_location,gps_coordinates,depth_m,uv_data,ftir_data,optical_rotation,melting_point,crystallization_method,structure_image_path,journal_name,article_title,publication_year,volume,issue,pages,doi,ccdc_number,hrms_data,data_source,note
TEMPLATE_Replace_With_Compound_Name,"(3S,4R,7S,8R,13R,14R)-7- isocyanatoneoamphilecta-11,15-diene",C21H32ON,,,,,Terpene,Diterpene,Stylissa sp.,RU207-2-4-2 (RU207-C1),"Iriomote Island, Okinawa, Japan","24°26'42""N 123°50'42""E",40.0,-,2264.02 cm-1,,105–106 ºC,100% n-hexane,"data/structures/7- isocyanatoneoamphilecta-11,15-diene.png",,,,,,,,,,Experimental,Delete or replace this template row before import.
